split,class_id,width,height,area,aspect_ratio
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.081171875,0.12055555555555555,0.009785720486111111,0.6733150921658987
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.081171875,0.12055555555555555,0.009785720486111111,0.6733150921658987
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,5,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.081171875,0.12055555555555555,0.009785720486111111,0.6733150921658987
train,1,0.03575,0.08029166666666666,0.002870427083333333,0.44525168655941877
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.081171875,0.12055555555555555,0.009785720486111111,0.6733150921658987
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,5,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.081171875,0.12055555555555555,0.009785720486111111,0.6733150921658987
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.1835234375,0.41406944444444443,0.07599144780815972,0.44321898165229934
train,0,0.0892734375,0.11659722222222223,0.010409034830729167,0.7656566408576533
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.081171875,0.12055555555555555,0.009785720486111111,0.6733150921658987
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,5,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.059203125,0.11466666666666667,0.006788625,0.5163063226744187
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.059203125,0.11466666666666667,0.006788625,0.5163063226744187
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,5,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.059203125,0.11466666666666667,0.006788625,0.5163063226744187
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,5,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.059203125,0.11466666666666667,0.006788625,0.5163063226744187
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,5,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.059203125,0.11466666666666667,0.006788625,0.5163063226744187
train,4,0.057234375000000004,0.20679166666666665,0.011835591796875,0.27677312109611124
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.1835234375,0.41406944444444443,0.07599144780815972,0.44321898165229934
train,0,0.0892734375,0.11659722222222223,0.010409034830729167,0.7656566408576533
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.059203125,0.11466666666666667,0.006788625,0.5163063226744187
train,4,0.057234375000000004,0.20679166666666665,0.011835591796875,0.27677312109611124
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.059203125,0.11466666666666667,0.006788625,0.5163063226744187
train,4,0.057234375000000004,0.20679166666666665,0.011835591796875,0.27677312109611124
train,4,0.213234375,0.33565277777777774,0.07157271028645833,0.6352826167914926
train,4,0.19509375,0.5644583333333334,0.11012229296875002,0.34563002878866167
train,0,0.1043828125,0.20558333333333334,0.021459366536458337,0.5077396635589785
train,4,0.09616406250000001,0.30180555555555555,0.029022848307291668,0.31862919926369077
train,0,0.0408359375,0.06225,0.002542037109375,0.6559989959839357
train,4,0.13603125,0.5408888888888889,0.07357779166666666,0.2514957374691865
train,0,0.08415625,0.148,0.012455125,0.5686233108108109
train,4,0.09616406250000001,0.30180555555555555,0.029022848307291668,0.31862919926369077
train,0,0.0408359375,0.06225,0.002542037109375,0.6559989959839357
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.08415625,0.148,0.012455125,0.5686233108108109
train,4,0.09616406250000001,0.30180555555555555,0.029022848307291668,0.31862919926369077
train,0,0.0408359375,0.06225,0.002542037109375,0.6559989959839357
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.06932812499999999,0.12741666666666665,0.008833558593749997,0.5441056245912361
train,4,0.0680546875,0.29290277777777773,0.01993340700954861,0.23234565413248617
train,0,0.0408359375,0.06225,0.002542037109375,0.6559989959839357
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.06932812499999999,0.12741666666666665,0.008833558593749997,0.5441056245912361
train,4,0.0680546875,0.29290277777777773,0.01993340700954861,0.23234565413248617
train,0,0.0408359375,0.06225,0.002542037109375,0.6559989959839357
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.1835234375,0.41406944444444443,0.07599144780815972,0.44321898165229934
train,0,0.0892734375,0.11659722222222223,0.010409034830729167,0.7656566408576533
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.06932812499999999,0.12741666666666665,0.008833558593749997,0.5441056245912361
train,4,0.0680546875,0.29290277777777773,0.01993340700954861,0.23234565413248617
train,0,0.0408359375,0.06225,0.002542037109375,0.6559989959839357
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0571875,0.10644444444444444,0.006087291666666666,0.5372520876826723
train,4,0.09811718750000001,0.30186111111111114,0.029617763237847226,0.3250408346369743
train,2,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0571875,0.10644444444444444,0.006087291666666666,0.5372520876826723
train,4,0.09811718750000001,0.30186111111111114,0.029617763237847226,0.3250408346369743
train,1,0.030195312499999998,0.062625,0.0018909814453125,0.48216067864271456
train,5,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0571875,0.10644444444444444,0.006087291666666666,0.5372520876826723
train,4,0.09811718750000001,0.30186111111111114,0.029617763237847226,0.3250408346369743
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0929296875,0.4149583333333333,0.0385619482421875,0.22394944271513204
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0929296875,0.4149583333333333,0.0385619482421875,0.22394944271513204
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0929296875,0.4149583333333333,0.0385619482421875,0.22394944271513204
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0929296875,0.4149583333333333,0.0385619482421875,0.22394944271513204
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.1835234375,0.41406944444444443,0.07599144780815972,0.44321898165229934
train,0,0.0892734375,0.11659722222222223,0.010409034830729167,0.7656566408576533
train,5,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.046867187500000004,0.13977777777777778,0.006550991319444445,0.3352978437996821
train,5,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.046867187500000004,0.13977777777777778,0.006550991319444445,0.3352978437996821
train,5,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.07377343750000001,0.2906388888888889,0.021441429904513892,0.2538319554621046
train,2,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0741953125,0.2906388888888889,0.02156404318576389,0.25528349899646374
train,1,0.0368203125,0.07869444444444444,0.0028975540364583334,0.46788960465937174
train,5,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0741953125,0.2906388888888889,0.02156404318576389,0.25528349899646374
train,5,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.08259375,0.14555555555555555,0.012021979166666665,0.5674379770992366
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.08259375,0.14555555555555555,0.012021979166666665,0.5674379770992366
train,4,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.08259375,0.14555555555555555,0.012021979166666665,0.5674379770992366
train,5,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.08259375,0.14555555555555555,0.012021979166666665,0.5674379770992366
train,5,0.1247734375,0.4240833333333333,0.05291433528645833,0.2942191491452152
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.08259375,0.14555555555555555,0.012021979166666665,0.5674379770992366
train,4,0.1712578125,0.4179305555555556,0.07157387272135417,0.40977576351733075
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.08259375,0.14555555555555555,0.012021979166666665,0.5674379770992366
train,4,0.1712578125,0.4179305555555556,0.07157387272135417,0.40977576351733075
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.08259375,0.14555555555555555,0.012021979166666665,0.5674379770992366
train,5,0.1712578125,0.4179305555555556,0.07157387272135417,0.40977576351733075
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.07223437499999999,0.13533333333333333,0.009775718749999999,0.5337515394088669
train,5,0.1712578125,0.4179305555555556,0.07157387272135417,0.40977576351733075
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.07223437499999999,0.13533333333333333,0.009775718749999999,0.5337515394088669
train,5,0.1712578125,0.4179305555555556,0.07157387272135417,0.40977576351733075
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,5,0.07223437499999999,0.13533333333333333,0.009775718749999999,0.5337515394088669
train,4,0.1366953125,0.40894444444444444,0.05590078862847222,0.33426377190599105
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0750546875,0.22208333333333335,0.016668395182291667,0.33795731707317067
train,4,0.1366953125,0.40894444444444444,0.05590078862847222,0.33426377190599105
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0750546875,0.22208333333333335,0.016668395182291667,0.33795731707317067
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.1835234375,0.41406944444444443,0.07599144780815972,0.44321898165229934
train,0,0.0892734375,0.11659722222222223,0.010409034830729167,0.7656566408576533
train,4,0.1366953125,0.40894444444444444,0.05590078862847222,0.33426377190599105
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0750546875,0.22208333333333335,0.016668395182291667,0.33795731707317067
train,4,0.1366953125,0.40894444444444444,0.05590078862847222,0.33426377190599105
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0750546875,0.22208333333333335,0.016668395182291667,0.33795731707317067
train,4,0.1366953125,0.40894444444444444,0.05590078862847222,0.33426377190599105
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0750546875,0.22208333333333335,0.016668395182291667,0.33795731707317067
train,4,0.1366953125,0.40894444444444444,0.05590078862847222,0.33426377190599105
train,0,0.0749375,0.10304166666666667,0.007721684895833334,0.727254346947028
train,4,0.0750546875,0.22208333333333335,0.016668395182291667,0.33795731707317067
train,4,0.11663281249999999,0.3902222222222222,0.04551271527777777,0.29888818693052394
train,0,0.06231250000000001,0.10791666666666667,0.006724557291666668,0.5774131274131274
train,4,0.0750546875,0.22208333333333335,0.016668395182291667,0.33795731707317067
train,4,0.11663281249999999,0.3902222222222222,0.04551271527777777,0.29888818693052394
train,0,0.06231250000000001,0.10791666666666667,0.006724557291666668,0.5774131274131274
train,4,0.0750546875,0.22208333333333335,0.016668395182291667,0.33795731707317067
train,4,0.20214062500000002,0.54725,0.11062145703125001,0.36937528551850163
train,0,0.083078125,0.17174999999999999,0.014268667968749999,0.4837154294032024
train,2,0.09421093750000001,0.32040277777777776,0.03018544607204861,0.29403907841692317
train,4,0.0610625,0.2016111111111111,0.012310878472222222,0.3028726922017085
train,1,0.0203828125,0.03102777777777778,0.0006324333767361111,0.6569214413607878
train,4,0.16128125,0.5314305555555555,0.08570978428819444,0.30348509003475943
train,0,0.08157031249999999,0.14390277777777777,0.011738194552951386,0.5668432101148537
train,2,0.09421093750000001,0.32040277777777776,0.03018544607204861,0.29403907841692317
train,4,0.0610625,0.2016111111111111,0.012310878472222222,0.3028726922017085
train,1,0.0203828125,0.03102777777777778,0.0006324333767361111,0.6569214413607878
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.0892734375,0.11659722222222223,0.010409034830729167,0.7656566408576533
train,4,0.1499609375,0.5097361111111111,0.07644050509982638,0.29419327811231305
train,0,0.08157031249999999,0.14390277777777777,0.011738194552951386,0.5668432101148537
train,2,0.09421093750000001,0.32040277777777776,0.03018544607204861,0.29403907841692317
train,4,0.0610625,0.2016111111111111,0.012310878472222222,0.3028726922017085
train,1,0.0203828125,0.03102777777777778,0.0006324333767361111,0.6569214413607878
train,4,0.139078125,0.4747222222222222,0.0660234765625,0.2929673785839672
train,0,0.08157031249999999,0.14390277777777777,0.011738194552951386,0.5668432101148537
train,2,0.09421093750000001,0.32040277777777776,0.03018544607204861,0.29403907841692317
train,4,0.0610625,0.2016111111111111,0.012310878472222222,0.3028726922017085
train,1,0.0203828125,0.03102777777777778,0.0006324333767361111,0.6569214413607878
train,4,0.128484375,0.38880555555555557,0.04995543880208334,0.3304592055440452
train,0,0.0801875,0.11702777777777779,0.009384164930555555,0.6852005696653215
train,2,0.09421093750000001,0.32040277777777776,0.03018544607204861,0.29403907841692317
train,4,0.0610625,0.2016111111111111,0.012310878472222222,0.3028726922017085
train,1,0.0203828125,0.03102777777777778,0.0006324333767361111,0.6569214413607878
train,4,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0650546875,0.09758333333333334,0.0063482532552083335,0.6666577711357813
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,4,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0650546875,0.09758333333333334,0.0063482532552083335,0.6666577711357813
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,4,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0650546875,0.09758333333333334,0.0063482532552083335,0.6666577711357813
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,2,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0650546875,0.09758333333333334,0.0063482532552083335,0.6666577711357813
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,2,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0650546875,0.09758333333333334,0.0063482532552083335,0.6666577711357813
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,1,0.0326015625,0.05565277777777778,0.0018143675130208334,0.585802969802845
train,2,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0650546875,0.09758333333333334,0.0063482532552083335,0.6666577711357813
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.07472656250000001,0.12591666666666665,0.009409319661458334,0.5934604566512245
train,2,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0650546875,0.09758333333333334,0.0063482532552083335,0.6666577711357813
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,5,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0824609375,0.12281944444444445,0.010127806532118056,0.6713996946737532
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,5,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0824609375,0.12281944444444445,0.010127806532118056,0.6713996946737532
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,5,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0824609375,0.12281944444444445,0.010127806532118056,0.6713996946737532
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,5,0.1593828125,0.39911111111111114,0.06361145138888889,0.39934446339086854
train,0,0.0824609375,0.12281944444444445,0.010127806532118056,0.6713996946737532
train,4,0.064125,0.19402777777777777,0.012442031249999999,0.3304939155332856
train,4,0.0648828125,0.13726388888888888,0.00890606716579861,0.4726866842052009
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,4,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.058625000000000003,0.12434722222222222,0.007289855902777778,0.4714620797498046
train,4,0.1143125,0.3812361111111111,0.043580052951388885,0.2998469889613465
train,4,0.053492187499999996,0.11630555555555555,0.0062214385850694436,0.4599280511105803
train,4,0.13446093750000002,0.4093611111111111,0.05504307877604168,0.32846534233561786
train,0,0.081078125,0.09881944444444445,0.008012095269097222,0.820467322557976
train,4,0.1336640625,0.47333333333333333,0.06326765625000001,0.28238886443661976
train,4,0.053492187499999996,0.11630555555555555,0.0062214385850694436,0.4599280511105803
train,4,0.13446093750000002,0.4093611111111111,0.05504307877604168,0.32846534233561786
train,0,0.081078125,0.09881944444444445,0.008012095269097222,0.820467322557976
train,4,0.1515390625,0.31348611111111113,0.04750539138454861,0.48339960568871554
train,4,0.1336640625,0.47333333333333333,0.06326765625000001,0.28238886443661976
train,4,0.053492187499999996,0.11630555555555555,0.0062214385850694436,0.4599280511105803
train,4,0.13446093750000002,0.4093611111111111,0.05504307877604168,0.32846534233561786
train,0,0.081078125,0.09881944444444445,0.008012095269097222,0.820467322557976
train,4,0.1948515625,0.48747222222222225,0.09498472417534723,0.3997182887913841
train,0,0.0784453125,0.1512222222222222,0.011862674479166665,0.5187419636296842
train,4,0.100703125,0.2865416666666667,0.02885564127604167,0.35144321651883087
train,4,0.08842968749999999,0.19075,0.016867962890624998,0.46358944954128434
train,4,0.18170312500000002,0.628263888888889,0.11415751193576391,0.28921465679230685
train,0,0.053453125000000004,0.15438888888888888,0.00825256857638889,0.3462239114789493
train,4,0.0889140625,0.18740277777777778,0.016662742296006946,0.474454346698288
train,2,0.22302343750000003,0.6488055555555555,0.14469884526909724,0.3437446482853107
train,1,0.041171875000000004,0.1094722222222222,0.004507176649305555,0.3760942654148694
train,4,0.1642265625,0.5726944444444444,0.09405163997395832,0.28676122859775915
train,0,0.0825546875,0.16601388888888888,0.013705224717881943,0.4972757885049779
train,4,0.311671875,0.4126944444444444,0.12862525130208333,0.755212189540284
train,4,0.14540625000000001,0.48543055555555553,0.07058463671875001,0.29954078567136855
train,0,0.0411015625,0.10568055555555556,0.004343635959201389,0.3889226573794191
train,4,0.085140625,0.12208333333333334,0.010394251302083332,0.6973976109215017
train,5,0.119875,0.274125,0.032860734375,0.4373005015959872
train,4,0.0607421875,0.1602083333333333,0.009731404622395832,0.3791449934980495
train,4,0.09182812500000001,0.4170277777777778,0.03829487890625,0.22019666289216017
train,0,0.0353671875,0.11313888888888889,0.004001404296875,0.3125997422047631
train,5,0.117796875,0.3174444444444445,0.037393963541666665,0.37107871018550925
train,0,0.0604921875,0.08483333333333333,0.00513175390625,0.7130709724950884
train,4,0.0607421875,0.1602083333333333,0.009731404622395832,0.3791449934980495
train,4,0.09182812500000001,0.4170277777777778,0.03829487890625,0.22019666289216017
train,5,0.117796875,0.3174444444444445,0.037393963541666665,0.37107871018550925
train,0,0.0604921875,0.08483333333333333,0.00513175390625,0.7130709724950884
train,4,0.0996875,0.20088888888888887,0.02002611111111111,0.4962320243362832
train,4,0.1968046875,0.23004166666666667,0.0452732783203125,0.8555175692809273
train,0,0.0438515625,0.1121111111111111,0.0049162473958333335,0.39114376858275524
train,5,0.1359921875,0.28475,0.038723775390625,0.47758450395083407
train,0,0.06689062500000001,0.07569444444444444,0.005063248697916667,0.8836926605504589
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,2,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.058625000000000003,0.12434722222222222,0.007289855902777778,0.4714620797498046
train,1,0.030289062500000002,0.043541666666666666,0.0013188362630208333,0.6956339712918661
train,4,0.0996875,0.20088888888888887,0.02002611111111111,0.4962320243362832
train,4,0.1968046875,0.23004166666666667,0.0452732783203125,0.8555175692809273
train,0,0.0438515625,0.1121111111111111,0.0049162473958333335,0.39114376858275524
train,5,0.1359921875,0.28475,0.038723775390625,0.47758450395083407
train,0,0.06689062500000001,0.07569444444444444,0.005063248697916667,0.8836926605504589
train,4,0.0730546875,0.2056388888888889,0.015022884765625003,0.3552571592597596
train,4,0.0842578125,0.10747222222222222,0.009055374348958332,0.7839961876453865
train,4,0.14264062500000002,0.3527777777777778,0.05032044270833334,0.4043356299212599
train,0,0.077078125,0.09818055555555555,0.007567573133680555,0.7850650728533032
train,4,0.0730546875,0.2056388888888889,0.015022884765625003,0.3552571592597596
train,4,0.14264062500000002,0.3527777777777778,0.05032044270833334,0.4043356299212599
train,0,0.077078125,0.09818055555555555,0.007567573133680555,0.7850650728533032
train,4,0.16310156250000002,0.11998611111111111,0.019569922200520836,1.3593370181734
train,4,0.1208984375,0.26084722222222223,0.03153602159288194,0.4634837069378627
train,4,0.211140625,0.19069444444444447,0.040263344184027786,1.1072195921340129
train,4,0.06639843749999999,0.17698611111111112,0.011751601236979166,0.375161853566664
train,4,0.1208984375,0.26084722222222223,0.03153602159288194,0.4634837069378627
train,2,0.10638281249999999,0.17223611111111112,0.018322961914062498,0.6176568421901459
train,4,0.06639843749999999,0.17698611111111112,0.011751601236979166,0.375161853566664
train,4,0.1208984375,0.26084722222222223,0.03153602159288194,0.4634837069378627
train,4,0.1492734375,0.17240277777777777,0.025735155273437497,0.8658412551357448
train,4,0.06639843749999999,0.17698611111111112,0.011751601236979166,0.375161853566664
train,4,0.0913671875,0.31169444444444444,0.02847864474826389,0.2931306256126905
train,2,0.15815625,0.42390277777777774,0.06704287369791666,0.3730955735395302
train,0,0.058625000000000003,0.12434722222222222,0.007289855902777778,0.4714620797498046
train,5,0.1536015625,0.24879166666666666,0.03821478873697917,0.6173903031318038
train,5,0.1492734375,0.17240277777777777,0.025735155273437497,0.8658412551357448
train,4,0.06639843749999999,0.17698611111111112,0.011751601236979166,0.375161853566664
train,0,0.054906250000000004,0.09265277777777776,0.005087216579861111,0.5926023084994755
train,4,0.1919609375,0.15530555555555556,0.02981260004340278,1.2360210606331605
train,4,0.060281249999999995,0.19091666666666668,0.0115086953125,0.31574639895242246
train,0,0.05346093750000001,0.09972222222222221,0.005331243489583333,0.5360985376044569
train,4,0.1433515625,0.25230555555555556,0.036168395616319446,0.568166492348343
train,2,0.1919609375,0.15530555555555556,0.02981260004340278,1.2360210606331605
train,4,0.060281249999999995,0.19091666666666668,0.0115086953125,0.31574639895242246
train,0,0.05346093750000001,0.09972222222222221,0.005331243489583333,0.5360985376044569
train,4,0.1433515625,0.25230555555555556,0.036168395616319446,0.568166492348343
train,1,0.027640625000000002,0.07204166666666666,0.001991276692708333,0.38367553499132456
train,5,0.1274921875,0.1365,0.01740268359375,0.9340086996336995
train,4,0.060281249999999995,0.19091666666666668,0.0115086953125,0.31574639895242246
train,5,0.1433515625,0.25230555555555556,0.036168395616319446,0.568166492348343
train,4,0.0749921875,0.16556944444444444,0.01241641482204861,0.45293494673265666
train,2,0.2390390625,0.3634166666666667,0.08687077929687502,0.6577548154093097
